generation,name,tier,type_1,type_2,roles,hp,attack,defense,special_attack,special_defense,speed
5,Nidoqueen,UU,Poison,Ground,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;special_attacker;support;wallbreaker,90,92,87,75,85,76
5,Ninjask,UU,Bug,Flying,lead;pivot;setup_sweeper,61,90,45,50,50,160
5,Omastar,UU,Rock,Water,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;setup_sweeper;special_attacker;speed_control;support;wallbreaker,70,60,125,115,70,55
5,Poliwrath,UU,Water,Fighting,bulky_pivot;defensive_pivot;phazer;physical_attacker;physical_wall;support,90,95,95,70,90,70
5,Porygon-Z,UU,Normal,-,choice_user;revenge_killer;setup_sweeper;special_attacker;special_wallbreaker;speed_control;wallbreaker,85,80,70,135,75,90
5,Porygon2,UU,Normal,-,bulky_pivot;defensive_pivot;physical_wall;special_attacker;status_spreader;support;trick_room_setter,85,80,90,105,95,60
5,Quagsire,UU,Water,Ground,bulky_pivot;defensive_pivot;physical_wall;setup_sweeper;special_wall;status_spreader;support,95,85,85,65,65,35
5,Qwilfish,UU,Water,Poison,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;stallbreaker;support,65,95,85,55,55,85
5,Raikou,UU,Electric,-,choice_user;pivot;revenge_killer;setup_sweeper;special_attacker;special_wallbreaker;speed_control;wallbreaker,90,85,75,115,100,115
5,Registeel,UU,Steel,-,bulky_pivot;defensive_pivot;hazard_setter;lead;special_wall;status_spreader;support,80,75,150,75,150,50
5,Rhyperior,UU,Ground,Rock,bulky_pivot;choice_user;hazard_setter;lead;physical_attacker;physical_wallbreaker;setup_sweeper;special_wall;speed_control;wallbreaker,115,140,130,55,55,40
5,Roserade,UU,Grass,Poison,bulky_pivot;defensive_pivot;hazard_setter;lead;special_attacker;special_wall;speed_control;status_spreader;wallbreaker,60,70,65,125,105,90
5,Rotom,UU,Electric,Ghost,bulky_pivot;choice_user;defensive_pivot;lead;physical_wall;pivot;revenge_killer;screen_setter;special_attacker;speed_control;status_spreader;support,50,50,77,95,77,91
5,Rotom-Heat,UU,Electric,Fire,choice_user;pivot;revenge_killer;special_attacker;special_wallbreaker;speed_control;status_spreader;wallbreaker,50,65,107,105,107,86
5,Rotom-Mow,UU,Electric,Grass,bulky_pivot;choice_user;defensive_pivot;physical_wall;pivot;revenge_killer;special_attacker;special_wallbreaker;speed_control;status_spreader;support;wallbreaker,50,65,107,105,107,86
5,Sableye,UU,Dark,Ghost,bulky_pivot;defensive_pivot;special_wall;stallbreaker;status_spreader;support,50,75,75,65,65,50
5,Sceptile,UU,Grass,-,choice_user;physical_attacker;setup_sweeper;special_attacker;special_wallbreaker;speed_control;wallbreaker,70,85,65,105,85,120
5,Scolipede,UU,Bug,Poison,hazard_setter;lead;physical_attacker;setup_sweeper;speed_control;wallbreaker,60,100,89,55,69,112
5,Scrafty,UU,Dark,Fighting,bulky_pivot;choice_user;defensive_pivot;physical_attacker;physical_wallbreaker;setup_sweeper;special_wall;speed_control;wallbreaker,65,90,115,45,115,58
5,Scyther,UU,Bug,Flying,choice_user;defensive_pivot;physical_attacker;physical_wallbreaker;pivot;setup_sweeper;speed_control;trapper;wallbreaker,70,110,80,55,80,105
5,Sharpedo,UU,Water,Dark,physical_attacker;special_attacker;speed_control;wallbreaker,70,120,40,95,40,95
5,Sigilyph,UU,Psychic,Flying,bulky_pivot;defensive_pivot;physical_wall;setup_sweeper;special_attacker;speed_control;wallbreaker,72,58,80,103,80,97
5,Slowbro,UU,Water,Psychic,bulky_pivot;choice_user;defensive_pivot;physical_wall;setup_sweeper;special_attacker;special_wallbreaker;status_spreader;wallbreaker,95,75,110,100,80,30
5,Slowking,UU,Water,Psychic,bulky_pivot;defensive_pivot;phazer;physical_wall;special_wall;status_spreader;support,95,75,80,100,110,30
5,Smeargle,UU,Normal,-,hazard_setter;lead;status_spreader,55,20,35,20,45,75
5,Snorlax,UU,Normal,-,choice_user;defensive_pivot;phazer;physical_attacker;physical_wallbreaker;setup_sweeper;support;trapper;wallbreaker,160,110,65,65,110,30
5,Spiritomb,UU,Ghost,Dark,bulky_pivot;choice_user;defensive_pivot;physical_attacker;physical_wall;physical_wallbreaker;priority_user;revenge_killer;setup_sweeper;special_wall;status_spreader;support;trapper;wallbreaker,50,92,108,92,108,35
5,Suicune,UU,Water,-,bulky_pivot;defensive_pivot;phazer;physical_wall;setup_sweeper;special_attacker;speed_control;support,100,75,115,90,115,85
5,Swampert,UU,Water,Ground,bulky_pivot;choice_user;defensive_pivot;hazard_setter;lead;physical_attacker;physical_wall;physical_wallbreaker;support;wallbreaker,100,110,90,85,90,60
5,Swellow,UU,Normal,Flying,physical_attacker;pivot;speed_control;trapper,60,85,60,75,50,125
5,Tangrowth,UU,Grass,-,bulky_pivot;defensive_pivot;physical_attacker;physical_wall;setup_sweeper;speed_control;wallbreaker,100,100,125,110,50,50
5,Tauros,UU,Normal,-,physical_attacker;speed_control;wallbreaker,75,100,95,40,70,110
5,Togekiss,UU,Fairy,Flying,bulky_pivot;cleric;defensive_pivot;physical_wall;special_wall;status_spreader;support,85,50,95,120,115,80
5,Umbreon,UU,Dark,-,bulky_pivot;cleric;defensive_pivot;special_wall;status_spreader;support,95,65,110,60,130,65
5,Uxie,UU,Psychic,-,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;pivot;screen_setter;setup_sweeper;speed_control;status_spreader;support,75,75,130,75,130,95
5,Venomoth,UU,Bug,Poison,pivot;setup_sweeper;status_spreader,70,65,60,90,75,90
5,Victini,UU,Psychic,Fire,choice_user;physical_attacker;physical_wallbreaker;pivot;revenge_killer;special_attacker;speed_control;wallbreaker,100,100,100,100,100,100
5,Victreebel,UU,Grass,Poison,mixed_attacker;setup_sweeper;sun_setter;wallbreaker,80,105,65,100,70,70
5,Virizion,UU,Grass,Fighting,physical_attacker;setup_sweeper;special_attacker;speed_control;wallbreaker,91,90,72,90,129,108
5,Volbeat,UU,Bug,-,bulky_pivot;defensive_pivot;physical_wall;pivot;status_spreader;support,65,73,75,47,85,85
5,Weavile,UU,Dark,Ice,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;setup_sweeper;speed_control;trapper;wallbreaker,70,120,65,45,85,125
5,Weezing,UU,Poison,-,bulky_pivot;defensive_pivot;phazer;physical_wall;support,65,90,120,85,70,60
5,Whimsicott,UU,Grass,Fairy,bulky_pivot;physical_wall;pivot,60,67,85,77,75,116
5,Xatu,UU,Psychic,Flying,bulky_pivot;defensive_pivot;pivot;special_attacker;special_wall;speed_control;status_spreader;support;wallbreaker,65,75,70,95,70,95
5,Yanmega,UU,Bug,Flying,choice_user;pivot;special_attacker;special_wallbreaker;speed_control;wallbreaker,86,76,86,116,56,95
5,Zapdos,UU,Electric,Flying,bulky_pivot;choice_user;defensive_pivot;physical_wall;pivot;setup_sweeper;special_attacker;special_wall;special_wallbreaker;speed_control;support;wallbreaker,90,90,85,125,90,100
5,Zoroark,UU,Dark,-,choice_user;special_attacker;special_wallbreaker;speed_control;wallbreaker,60,105,60,120,60,105
5,Accelgor,Ubers,Bug,-,hazard_setter;lead;pivot;special_attacker;speed_control;status_spreader,80,70,40,100,60,145
5,Arceus,Ubers,Normal,-,bulky_pivot;choice_user;defensive_pivot;lead;physical_attacker;physical_wall;physical_wallbreaker;priority_user;revenge_killer;screen_setter;setup_sweeper;status_spreader;support;wallbreaker,120,120,120,120,120,120
5,Blaziken,Ubers,Fire,Fighting,physical_attacker;setup_sweeper;speed_control;wallbreaker,80,120,70,110,70,80
5,Blissey,Ubers,Normal,-,cleric;defensive_pivot;status_spreader;support,255,10,10,75,135,55
5,Bronzong,Ubers,Steel,Psychic,bulky_pivot;hazard_setter;lead;physical_attacker;special_wall;status_spreader;support;trick_room_setter;wallbreaker,67,89,116,79,116,33
5,Chansey,Ubers,Normal,-,cleric;defensive_pivot;status_spreader;support,250,5,5,35,105,50
5,Cloyster,Ubers,Water,Ice,defensive_pivot;hazard_remover;hazard_setter;lead;physical_attacker;setup_sweeper;speed_control;support;wallbreaker,50,95,180,85,45,70
5,Cresselia,Ubers,Psychic,-,bulky_pivot;defensive_pivot;lead;physical_wall;screen_setter;special_wall;status_spreader;support,120,70,110,75,120,85
5,Darkrai,Ubers,Dark,-,choice_user;lead;revenge_killer;setup_sweeper;special_attacker;speed_control;status_spreader,70,90,90,135,90,125
5,Deoxys-Attack,Ubers,Psychic,-,hazard_setter;lead;special_attacker;speed_control;wallbreaker,50,180,20,180,20,150
5,Deoxys-Defense,Ubers,Psychic,-,bulky_pivot;defensive_pivot;hazard_setter;lead;setup_sweeper;special_wall;stallbreaker;status_spreader;support,50,70,160,70,160,90
5,Deoxys-Speed,Ubers,Psychic,-,bulky_pivot;choice_user;hazard_setter;lead;physical_attacker;revenge_killer;screen_setter;speed_control;stallbreaker;support,50,95,90,95,90,180
5,Dialga,Ubers,Steel,Dragon,bulky_pivot;choice_user;defensive_pivot;hazard_setter;lead;mixed_attacker;revenge_killer;setup_sweeper;special_attacker;special_wall;special_wallbreaker;speed_control;support;wallbreaker,100,120,120,150,100,90
5,Espeon,Ubers,Psychic,-,lead;special_attacker;speed_control;status_spreader,65,65,60,130,95,110
5,Excadrill,Ubers,Ground,Steel,hazard_remover;physical_attacker;setup_sweeper;speed_control;wallbreaker,110,135,60,50,65,88
5,Ferrothorn,Ubers,Grass,Steel,bulky_pivot;choice_user;defensive_pivot;hazard_setter;lead;physical_attacker;physical_wallbreaker;special_wall;support;wallbreaker,74,94,131,54,116,20
5,Forretress,Ubers,Bug,Steel,bulky_pivot;defensive_pivot;hazard_remover;hazard_setter;lead;physical_attacker;special_wall;support,75,90,140,60,60,40
5,Froslass,Ubers,Ice,Ghost,hazard_setter;lead;special_attacker;speed_control;stallbreaker;support,70,80,70,80,70,110
5,Garchomp,Ubers,Dragon,Ground,choice_user;physical_attacker;physical_wallbreaker;revenge_killer;setup_sweeper;speed_control;wallbreaker,108,130,95,80,85,102
5,Gastrodon,Ubers,Water,Ground,bulky_pivot;defensive_pivot;special_wall;status_spreader,111,83,68,92,82,39
5,Genesect,Ubers,Bug,Steel,choice_user;physical_attacker;physical_wallbreaker;pivot;revenge_killer;special_attacker;speed_control;wallbreaker,71,120,95,120,95,99
5,Giratina-Origin,Ubers,Ghost,Dragon,defensive_pivot;mixed_attacker;phazer;physical_attacker;priority_user;revenge_killer;setup_sweeper;special_attacker;status_spreader;support;wallbreaker,150,120,100,120,100,90
5,Gliscor,Ubers,Ground,Flying,defensive_pivot;stallbreaker;support,75,95,125,45,75,95
5,Groudon,Ubers,Ground,-,bulky_pivot;choice_user;defensive_pivot;hazard_setter;lead;physical_attacker;physical_wall;physical_wallbreaker;setup_sweeper;speed_control;status_spreader;support;wallbreaker,100,150,140,100,90,90
5,Heatran,Ubers,Fire,Steel,bulky_pivot;choice_user;defensive_pivot;hazard_setter;lead;phazer;physical_wall;revenge_killer;special_attacker;special_wall;speed_control;stallbreaker;status_spreader;support;wallbreaker,91,90,106,130,106,77
5,Hippowdon,Ubers,Ground,-,bulky_pivot;defensive_pivot;phazer;physical_wall;status_spreader;support,108,112,118,68,72,47
5,Ho-Oh,Ubers,Fire,Flying,bulky_pivot;choice_user;defensive_pivot;phazer;physical_attacker;physical_wall;physical_wallbreaker;revenge_killer;setup_sweeper;speed_control;support;wallbreaker,106,130,90,110,154,90
5,Jirachi,Ubers,Steel,Psychic,bulky_pivot;choice_user;cleric;defensive_pivot;hazard_setter;lead;physical_attacker;pivot;revenge_killer;special_wall;speed_control;support,100,100,100,100,100,100
5,Kabutops,Ubers,Rock,Water,choice_user;hazard_remover;physical_attacker;physical_wallbreaker;speed_control;wallbreaker,60,115,105,65,70,80
5,Kingdra,Ubers,Water,Dragon,choice_user;physical_attacker;setup_sweeper;special_attacker;special_wallbreaker;speed_control;wallbreaker,75,95,95,95,95,85
5,Kyogre,Ubers,Water,-,bulky_pivot;choice_user;defensive_pivot;phazer;physical_wall;revenge_killer;setup_sweeper;special_attacker;special_wall;special_wallbreaker;speed_control;status_spreader;support;wallbreaker,100,100,90,150,140,90
5,Kyurem-White,Ubers,Dragon,Ice,choice_user;revenge_killer;special_attacker;special_wallbreaker;speed_control;wallbreaker,125,120,90,170,100,95
5,Landorus-Therian,Ubers,Ground,Flying,bulky_pivot;choice_user;defensive_pivot;hazard_setter;lead;physical_attacker;physical_wall;physical_wallbreaker;pivot;setup_sweeper;status_spreader;support;wallbreaker,89,145,90,105,80,91
5,Latias,Ubers,Dragon,Psychic,bulky_pivot;defensive_pivot;lead;phazer;screen_setter;setup_sweeper;special_attacker;special_wall;speed_control;support,80,80,90,110,130,110
5,Latios,Ubers,Dragon,Psychic,defensive_pivot;lead;screen_setter;setup_sweeper;special_attacker;speed_control;support,80,90,80,130,110,110
5,Ludicolo,Ubers,Water,Grass,bulky_pivot;rain_setter;setup_sweeper;special_attacker;special_wall;speed_control;wallbreaker,80,70,70,90,100,70
5,Lugia,Ubers,Psychic,Flying,bulky_pivot;defensive_pivot;phazer;physical_wall;setup_sweeper;support,106,90,130,90,154,110
5,Magnezone,Ubers,Electric,Steel,choice_user;lead;pivot;screen_setter;special_attacker;special_wallbreaker;support;wallbreaker,70,70,115,130,90,60
5,Mamoswine,Ubers,Ice,Ground,physical_attacker;priority_user;revenge_killer;speed_control;wallbreaker,110,130,80,70,60,80
5,Manaphy,Ubers,Water,-,defensive_pivot;setup_sweeper;special_attacker;speed_control,100,100,100,100,100,100
5,Mew,Ubers,Psychic,-,bulky_pivot;hazard_setter;lead;pivot;setup_sweeper;special_wall;stallbreaker;support,100,100,100,100,100,100
5,Mewtwo,Ubers,Psychic,-,choice_user;defensive_pivot;revenge_killer;setup_sweeper;special_attacker;speed_control;stallbreaker;status_spreader;support;wallbreaker,106,110,90,154,90,130
5,Omastar,Ubers,Rock,Water,choice_user;setup_sweeper;special_attacker;special_wallbreaker;speed_control;wallbreaker,70,60,125,115,70,55
5,Palkia,Ubers,Water,Dragon,choice_user;revenge_killer;special_attacker;special_wallbreaker;speed_control;support;trick_room_setter;wallbreaker,90,120,100,150,120,100
5,Qwilfish,Ubers,Water,Poison,defensive_pivot;hazard_setter;lead;physical_attacker;setup_sweeper;speed_control;stallbreaker;support;wallbreaker;weather_abuser,65,95,85,55,55,85
5,Rayquaza,Ubers,Dragon,Flying,choice_user;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;setup_sweeper;special_attacker;speed_control;wallbreaker,105,150,90,150,90,95
5,Reshiram,Ubers,Dragon,Fire,choice_user;defensive_pivot;revenge_killer;special_attacker;special_wallbreaker;speed_control;sun_setter;wallbreaker,100,120,100,150,120,90
5,Sableye,Ubers,Dark,Ghost,bulky_pivot;defensive_pivot;physical_wall;stallbreaker;status_spreader;support,50,75,75,65,65,50
5,Salamence,Ubers,Dragon,Flying,choice_user;physical_attacker;revenge_killer;setup_sweeper;speed_control;wallbreaker,95,135,80,110,80,100
5,Shaymin-Sky,Ubers,Grass,Flying,choice_user;revenge_killer;setup_sweeper;special_attacker;special_wallbreaker;speed_control;wallbreaker,100,103,75,120,75,127
5,Shiftry,Ubers,Grass,Dark,setup_sweeper;special_attacker;speed_control;wallbreaker,90,100,60,90,60,80
5,Skarmory,Ubers,Steel,Flying,bulky_pivot;defensive_pivot;hazard_setter;lead;phazer;physical_wall;special_wall;stallbreaker;status_spreader;support,65,80,140,40,70,70
5,Smeargle,Ubers,Normal,-,lead;pivot;setup_sweeper;status_spreader,55,20,35,20,45,75
5,Tentacruel,Ubers,Water,Poison,bulky_pivot;defensive_pivot;hazard_remover;hazard_setter;lead;special_wall;support,80,70,65,80,120,100
5,Terrakion,Ubers,Rock,Fighting,choice_user;hazard_setter;lead;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;setup_sweeper;speed_control;stallbreaker;status_spreader;support;wallbreaker,91,129,90,72,90,108
5,Tornadus-Therian,Ubers,Flying,-,choice_user;pivot;special_attacker;special_wallbreaker;speed_control;wallbreaker,79,100,80,110,90,121
5,Tyranitar,Ubers,Rock,Dark,bulky_pivot;choice_user;physical_attacker;physical_wallbreaker;special_wall;trapper;wallbreaker,100,134,110,95,100,61
5,Victini,Ubers,Psychic,Fire,choice_user;physical_attacker;physical_wallbreaker;pivot;revenge_killer;speed_control;support;trick_room_setter;wallbreaker,100,100,100,100,100,100
5,Wobbuffet,Ubers,Psychic,-,general_attacker,190,33,58,33,58,33
5,Xatu,Ubers,Psychic,Flying,bulky_pivot;defensive_pivot;lead;physical_wall;screen_setter;support,65,75,70,95,70,95
5,Zekrom,Ubers,Dragon,Electric,choice_user;mixed_attacker;physical_attacker;physical_wallbreaker;pivot;revenge_killer;speed_control;wallbreaker,100,150,120,120,100,90
4,Ampharos,NU,Electric,-,lead;special_attacker;status_spreader,90,75,85,115,90,55
4,Articuno,NU,Ice,Flying,choice_user;cleric;pivot;special_attacker;special_wall;special_wallbreaker;speed_control;status_spreader;support;wallbreaker,90,85,100,95,125,85
4,Cacturne,NU,Grass,Dark,hazard_setter;lead;priority_user;revenge_killer;special_attacker,70,115,60,115,60,55
4,Charizard,NU,Fire,Flying,choice_user;defensive_pivot;physical_attacker;setup_sweeper;special_attacker;special_wallbreaker;speed_control;status_spreader;wallbreaker,78,84,78,109,85,100
4,Cradily,NU,Rock,Grass,bulky_pivot;defensive_pivot;special_wall;support,86,81,97,81,107,43
4,Dodrio,NU,Normal,Flying,defensive_pivot;lead;physical_attacker;priority_user;revenge_killer;speed_control;stallbreaker;status_spreader;support,60,110,70,60,60,110
4,Drifblim,NU,Ghost,Flying,choice_user;defensive_pivot;lead;revenge_killer;setup_sweeper;special_attacker;speed_control;status_spreader,150,80,44,90,54,80
4,Dusclops,NU,Ghost,-,bulky_pivot;defensive_pivot;physical_attacker;physical_wall;priority_user;revenge_killer;status_spreader,40,70,130,60,130,25
4,Electrode,NU,Electric,-,priority_user;revenge_killer;special_attacker;wallbreaker,60,50,70,80,80,150
4,Floatzel,NU,Water,-,physical_attacker;pivot;priority_user;revenge_killer;setup_sweeper;speed_control;wallbreaker,85,105,55,85,50,115
4,Gardevoir,NU,Psychic,Fairy,choice_user;defensive_pivot;revenge_killer;special_attacker;speed_control;support,68,65,65,125,115,80
4,Glalie,NU,Ice,-,hazard_setter;lead;stallbreaker;support,80,80,80,80,80,80
4,Gligar,NU,Ground,Flying,defensive_pivot;hazard_setter;lead;pivot;setup_sweeper;support,65,75,105,35,65,85
4,Golem,NU,Rock,Ground,hazard_setter;lead;physical_attacker;priority_user;revenge_killer;speed_control,80,120,130,55,65,45
4,Haunter,NU,Ghost,Poison,special_attacker;speed_control;wallbreaker,45,50,45,115,55,95
4,Hitmonchan,NU,Fighting,-,choice_user;hazard_remover;physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control;wallbreaker,50,105,79,35,110,76
4,Hypno,NU,Psychic,-,bulky_pivot;special_wall;status_spreader,85,73,70,73,115,67
4,Jynx,NU,Ice,Psychic,lead;setup_sweeper;special_attacker;speed_control,65,50,35,115,95,95
4,Lickilicky,NU,Normal,-,bulky_pivot;choice_user;cleric;defensive_pivot;physical_attacker;physical_wallbreaker;setup_sweeper;special_wall;support;wallbreaker,110,85,95,80,95,50
4,Linoone,NU,Normal,-,physical_attacker;priority_user;revenge_killer,78,70,61,50,61,100
4,Machoke,NU,Fighting,-,lead;physical_attacker;priority_user;revenge_killer;status_spreader,80,100,70,50,60,45
4,Magmortar,NU,Fire,-,choice_user;revenge_killer;special_attacker;speed_control;wallbreaker,75,95,67,125,95,83
4,Magneton,NU,Electric,Steel,special_attacker;speed_control;trapper,50,60,95,120,70,70
4,Manectric,NU,Electric,-,choice_user;revenge_killer;special_attacker;speed_control;wallbreaker,70,75,60,105,60,105
4,Mantine,NU,Water,Flying,rain_setter;setup_sweeper;special_attacker;speed_control,85,40,70,80,140,70
4,Marowak,NU,Ground,-,physical_attacker;speed_control;wallbreaker,60,80,110,50,80,45
4,Medicham,NU,Fighting,Psychic,choice_user;physical_attacker;revenge_killer;speed_control;wallbreaker,60,60,75,60,75,80
4,Meganium,NU,Grass,-,setup_sweeper,80,82,100,83,100,80
4,Nidoqueen,NU,Poison,Ground,defensive_pivot;hazard_setter;lead;support,90,92,87,75,85,76
4,Politoed,NU,Water,-,bulky_pivot;defensive_pivot;special_wall;status_spreader,90,75,75,90,100,70
4,Poliwrath,NU,Water,Fighting,physical_attacker;priority_user;revenge_killer;special_attacker,90,95,95,70,90,70
4,Regice,NU,Ice,-,special_attacker;speed_control;wallbreaker,80,50,100,100,200,50
4,Regirock,NU,Rock,-,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_attacker;setup_sweeper;special_wall;speed_control;status_spreader;sun_setter;support;wallbreaker,80,100,200,50,100,50
4,Rhydon,NU,Ground,Rock,hazard_setter;lead;physical_attacker;setup_sweeper;speed_control,105,130,120,45,45,40
4,Sableye,NU,Dark,Ghost,bulky_pivot;defensive_pivot;physical_wall;status_spreader,50,75,75,65,65,50
4,Sandslash,NU,Ground,-,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;support,75,100,110,45,55,65
4,Sharpedo,NU,Water,Dark,lead;physical_attacker;priority_user;revenge_killer;special_attacker;speed_control;stallbreaker;support,70,120,40,95,40,95
4,Shiftry,NU,Grass,Dark,physical_attacker;priority_user;revenge_killer;setup_sweeper;special_attacker;speed_control;wallbreaker,90,100,60,90,60,80
4,Skuntank,NU,Poison,Dark,physical_attacker;priority_user;revenge_killer;speed_control;stallbreaker;support;trapper,103,93,67,71,61,84
4,Slowking,NU,Water,Psychic,bulky_pivot;choice_user;defensive_pivot;physical_wall;setup_sweeper;special_attacker;special_wall;special_wallbreaker;status_spreader;support;trick_room_setter;wallbreaker,95,75,80,100,110,30
4,Solrock,NU,Rock,Psychic,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_attacker;physical_wall;status_spreader;support;trick_room_setter,90,95,85,55,65,70
4,Tauros,NU,Normal,-,choice_user;physical_attacker;physical_wallbreaker;speed_control;status_spreader;trapper;wallbreaker,75,100,95,40,70,110
4,Typhlosion,NU,Fire,-,choice_user;revenge_killer;special_attacker;special_wallbreaker;speed_control;wallbreaker,78,84,78,109,85,100
4,Venomoth,NU,Bug,Poison,special_attacker;speed_control;status_spreader;wallbreaker,70,65,60,90,75,90
4,Victreebel,NU,Grass,Poison,defensive_pivot;setup_sweeper;special_attacker;speed_control;status_spreader;sun_setter;wallbreaker,80,105,65,100,70,70
4,Vileplume,NU,Grass,Poison,bulky_pivot;defensive_pivot;physical_wall;special_attacker;status_spreader;sun_setter;support;wallbreaker,75,80,85,110,90,50
4,Abomasnow,OU,Grass,Ice,mixed_attacker;physical_attacker;priority_user;revenge_killer;wallbreaker,90,92,75,92,85,60
4,Aerodactyl,OU,Rock,Flying,defensive_pivot;hazard_setter;lead;physical_attacker;speed_control;stallbreaker;support;wallbreaker,80,105,65,60,75,130
4,Aggron,OU,Steel,Rock,choice_user;physical_attacker;physical_wallbreaker;setup_sweeper;speed_control;wallbreaker,70,110,180,60,60,50
4,Alakazam,OU,Psychic,-,special_attacker;speed_control;wallbreaker,55,50,45,135,95,120
4,Azelf,OU,Psychic,-,bulky_pivot;choice_user;defensive_pivot;hazard_setter;lead;physical_attacker;physical_wall;physical_wallbreaker;pivot;rain_setter;speed_control;stallbreaker;status_spreader;support;wallbreaker,75,125,70,125,70,115
4,Blissey,OU,Normal,-,bulky_pivot;defensive_pivot;physical_wall;status_spreader,255,10,10,75,135,55
4,Breloom,OU,Grass,Fighting,bulky_pivot;choice_user;defensive_pivot;lead;physical_attacker;physical_wall;revenge_killer;setup_sweeper;speed_control;status_spreader;support,60,130,80,60,60,70
4,Bronzong,OU,Steel,Psychic,bulky_pivot;hazard_setter;lead;physical_attacker;special_wall;status_spreader;support;trick_room_setter,67,89,116,79,116,33
4,Camerupt,OU,Fire,Ground,bulky_pivot;defensive_pivot;hazard_setter;lead;special_wall;support,70,100,70,105,75,40
4,Celebi,OU,Psychic,Grass,bulky_pivot;defensive_pivot;hazard_setter;lead;physical_wall;setup_sweeper;special_attacker;speed_control;status_spreader;support,100,100,100,100,100,100
4,Claydol,OU,Ground,Psychic,bulky_pivot;defensive_pivot;hazard_remover;hazard_setter;lead;physical_wall;support,60,70,105,70,120,75
4,Clefable,OU,Fairy,-,bulky_pivot;cleric;defensive_pivot;hazard_setter;lead;physical_wall;setup_sweeper;special_wall;status_spreader;support,95,70,73,95,90,60
4,Cradily,OU,Rock,Grass,bulky_pivot;defensive_pivot;setup_sweeper;special_wall,86,81,97,81,107,43
4,Cresselia,OU,Psychic,-,bulky_pivot;defensive_pivot;lead;physical_wall;screen_setter;setup_sweeper;status_spreader;support,120,70,110,75,120,85
4,Crobat,OU,Poison,Flying,defensive_pivot;pivot;stallbreaker;support;wallbreaker,85,90,80,70,80,130
4,Donphan,OU,Ground,-,bulky_pivot;hazard_remover;hazard_setter;lead;physical_wall,90,120,120,60,60,50
4,Dragonite,OU,Dragon,Flying,bulky_pivot;choice_user;cleric;defensive_pivot;physical_attacker;physical_wallbreaker;priority_user;revenge_killer;setup_sweeper;special_attacker;special_wall;speed_control;support;wallbreaker,91,134,95,100,100,80
4,Dusknoir,OU,Ghost,-,physical_attacker,45,100,135,65,135,45
4,Electivire,OU,Electric,-,general_attacker,75,123,67,95,85,95
4,Empoleon,OU,Water,Steel,bulky_pivot;choice_user;defensive_pivot;lead;phazer;setup_sweeper;special_attacker;special_wall;special_wallbreaker;speed_control;support;wallbreaker,84,86,88,111,101,60
4,Feraligatr,OU,Water,-,physical_attacker;priority_user;revenge_killer;setup_sweeper;speed_control,85,105,100,79,83,78
4,Flygon,OU,Ground,Dragon,choice_user;defensive_pivot;physical_attacker;physical_wallbreaker;pivot;revenge_killer;special_attacker;speed_control;wallbreaker,80,100,80,80,80,100
4,Forretress,OU,Bug,Steel,bulky_pivot;defensive_pivot;hazard_remover;hazard_setter;lead;physical_wall;special_wall;support,75,90,140,60,60,40
4,Gallade,OU,Psychic,Fighting,lead;physical_attacker;speed_control;stallbreaker;status_spreader;support,68,125,65,65,115,80
4,Gastrodon,OU,Water,Ground,bulky_pivot;defensive_pivot;setup_sweeper;special_wall,111,83,68,92,82,39
4,Gengar,OU,Ghost,Poison,defensive_pivot;special_attacker;speed_control;stallbreaker;status_spreader;support;wallbreaker,60,65,60,130,75,110
4,Gliscor,OU,Ground,Flying,defensive_pivot;physical_attacker;setup_sweeper;speed_control;stallbreaker;support;wallbreaker,75,95,125,45,75,95
4,Gyarados,OU,Water,Flying,bulky_pivot;choice_user;defensive_pivot;phazer;physical_attacker;physical_wall;physical_wallbreaker;setup_sweeper;speed_control;support;wallbreaker,95,125,79,60,100,81
4,Hariyama,OU,Fighting,-,lead;physical_attacker,144,120,60,40,60,50
4,Heatran,OU,Fire,Steel,bulky_pivot;choice_user;defensive_pivot;hazard_setter;lead;phazer;revenge_killer;special_attacker;special_wall;special_wallbreaker;speed_control;status_spreader;support;trapper;wallbreaker,91,90,106,130,106,77
4,Heracross,OU,Bug,Fighting,choice_user;physical_attacker;physical_wallbreaker;revenge_killer;setup_sweeper;speed_control;status_spreader;trapper;wallbreaker,80,125,75,40,95,85
4,Hippowdon,OU,Ground,-,bulky_pivot;defensive_pivot;hazard_setter;lead;phazer;physical_wall;special_wall;support,108,112,118,68,72,47
4,Hitmontop,OU,Fighting,-,bulky_pivot;hazard_remover;physical_attacker;physical_wall;priority_user;revenge_killer;wallbreaker,50,95,95,35,110,70
4,Honchkrow,OU,Dark,Flying,physical_attacker;priority_user;revenge_killer;speed_control;wallbreaker,100,125,52,105,52,71
